PeakName	Sequence_Length
chr3-52379111-52379726	616
chr3-52380363-52380680	318
chr3-52382258-52385645	3388
chr3-52388152-52388793	642
chr3-52389907-52390285	379
chr3-52394180-52394984	805
chr3-52395709-52395818	110
chr3-52396390-52396407	18
chr3-52397229-52404528	7300
chr3-52405199-52412887	7689
chr3-52415759-52416116	358
chr3-52428299-52429152	854
chr3-52432404-52433732	1329
chr3-52435333-52435558	226
chr3-52436260-52437523	1264
chr3-52439729-52440007	279
chr3-52441865-52448134	6270
chr3-52449694-52451447	1754
chr3-52452357-52458018	5662
chr3-52458741-52459643	903
chr3-52463288-52463972	685
chr3-52471329-52473430	2102
chr3-52475828-52476746	919
chr3-52477834-52478118	285
chr3-52479914-52480315	402
chr3-52482224-52482345	122
chr3-52490202-52491626	1425
chr3-52492182-52492184	3
chr3-52493252-52496582	3331
chr3-52497777-52499580	1804
chr3-52516171-52516332	162
chr3-52524609-52524766	158
chr3-52526103-52526249	147
chr3-52527141-52527344	204
chr3-52528115-52530272	2158
chr3-52530846-52539582	8737
chr3-52669909-52671532	1624
chr3-52681579-52682351	773
chr3-52683560-52683995	436
chr3-52684951-52686992	2042
chr3-52697289-52697728	440
chr3-52704340-52707958	3619
chr3-52710506-52710871	366
chr3-52714637-52714641	5
chr3-52715687-52716181	495
chr3-52720607-52722058	1452
chr3-52742412-52742804	393
chr3-52752208-52752841	634
chr3-52762640-52763953	1314
chr3-52769977-52771767	1791
chr3-52774879-52776200	1322
chr3-52778114-52780789	2676
chr3-52781895-52781995	101
chr3-52793343-52793772	430
chr3-52799011-52799458	448
chr3-52820845-52821115	271
chr3-52831502-52832073	572
chr3-52838739-52839307	569
chr3-52845702-52846067	366
chr3-52851299-52851785	487
chr3-52890784-52894233	3450
chr3-52894950-52898231	3282
chr3-52907587-52907877	291
chr3-52914728-52915855	1128
chr3-52920746-52921342	597
chr3-52923866-52924455	590
chr3-52926839-52927317	479
chr3-52930760-52931161	402
chr3-52931801-52932027	227
chr3-52934536-52935217	682
chr3-52982789-52984483	1695
chr3-53009049-53009210	162
chr3-53018005-53019087	1083
chr3-53023115-53023486	372
chr3-53026419-53026920	502
chr3-53030854-53031510	657
chr3-53035742-53036350	609
chr3-53037060-53037104	45
chr3-53040588-53040908	321
chr3-53042290-53042458	169
chr3-53043706-53047387	3682
chr3-53071837-53075081	3245
chr3-53075683-53075907	225
chr3-53092851-53093481	631
chr3-53102514-53105288	2775
chr3-53109692-53110731	1040
chr3-53113671-53115133	1463
chr3-53122693-53123699	1007
chr3-53129302-53131667	2366
chr3-53134461-53135337	877
chr3-53137243-53138330	1088
chr3-53140222-53141933	1712
chr3-53142602-53143816	1215
chr3-53146689-53147943	1255
chr3-53152181-53152675	495
chr3-53155755-53164079	8325
chr3-53164827-53172868	8042
chr3-53174397-53175040	644
chr3-53176102-53176530	429
chr3-53179741-53181829	2089
chr3-53186451-53186640	190
chr3-53190398-53191080	683
chr3-53191999-53192982	984
chr3-53193590-53197583	3994
chr3-53212220-53212733	514
chr3-53219778-53220679	902
chr3-53221828-53224602	2775
chr3-53235804-53236922	1119
chr3-53238690-53238692	3
chr3-53239749-53240399	651
chr3-53242355-53243423	1069
chr3-53249260-53253292	4033
chr3-53253872-53257884	4013
chr3-53269537-53270920	1384
chr3-53274929-53275618	690
chr3-53287037-53287383	347
chr3-53299503-53300031	529
chr3-53327857-53328392	536
chr3-53346423-53348597	2175
chr3-53350599-53351086	488
chr3-53357413-53357896	484
chr3-53361844-53362241	398
chr3-53374994-53375393	400
chr3-53406914-53407380	467
chr3-53494411-53494760	350
chr3-53518290-53519474	1185
chr3-53613012-53613908	897
chr3-53616406-53616665	260
chr3-53696859-53696868	10
chr3-53710067-53710561	495
chr3-53716953-53717417	465
chr3-53748304-53750855	2552
chr3-53753455-53754757	1303
chr3-53834413-53834815	403
chr3-53845759-53846637	879
chr3-53880639-53885577	4939
chr3-53886177-53886363	187
chr3-53886931-53893410	6480
chr3-54951434-54951760	327
chr3-54963692-54964118	427
chr3-54967458-54968347	890
chr3-54986169-54986741	573
chr3-54988693-54989561	869
chr3-55485131-55485439	309
chr3-55615673-55616382	710
chr3-55620227-55620866	640
chr3-55623627-55624831	1205
chr3-55625766-55626550	785
chr3-55654130-55654494	365
chr3-55664336-55664737	402
chr3-56157577-56158185	609
chr3-56494643-56495110	468
chr3-56556362-56558365	2004
chr3-56591250-56591770	521
chr3-56593194-56594266	1073
chr3-56596468-56596869	402
chr3-56608336-56608960	625
chr3-56612124-56613397	1274
chr3-56681952-56684105	2154
chr3-56691978-56695744	3767
chr3-56702419-56703282	864
chr3-56704518-56705120	603
chr3-56707455-56707820	366
chr3-56718807-56719505	699
chr3-56721344-56721906	563
chr3-56724770-56726676	1907
chr3-56732436-56733450	1015
chr3-56734195-56734389	195
chr3-56735070-56735797	728
chr3-56748132-56748341	210
chr3-56751280-56751738	459
chr3-56752976-56756910	3935
chr3-56758045-56759784	1740
chr3-56765189-56765302	114
chr3-56774039-56774166	128
chr3-56775580-56776297	718
chr3-56781796-56781894	99
chr3-56782654-56785058	2405
chr3-56785666-56786164	499
chr3-56787173-56791532	4360
chr3-56792037-56792573	537
chr3-56795095-56797123	2029
chr3-56798083-56802805	4723
chr3-56825776-56826124	349
chr3-56827122-56827570	449
chr3-56833103-56833417	315
chr3-56855831-56856294	464
chr3-56860931-56861319	389
chr3-56877934-56878519	586
chr3-56887026-56887898	873
chr3-56890547-56891441	895
chr3-56893855-56894202	348
chr3-56894815-56895511	697
chr3-56914689-56919805	5117
chr3-56921505-56922679	1175
chr3-56923490-56925240	1751
chr3-56925902-56926027	126
chr3-56927897-56929304	1408
chr3-56970522-56970989	468
chr3-56980519-56981429	911
chr3-56985921-56986299	379
chr3-56987510-56987879	370
chr3-56988637-56989530	894
chr3-56992539-56992555	17
chr3-56995333-56996039	707
chr3-57007776-57007782	7
chr3-57017584-57017831	248
chr3-57019053-57019344	292
chr3-57059453-57060864	1412
chr3-57063082-57063433	352
chr3-57064461-57065013	553
chr3-57068321-57069185	865
chr3-57078042-57079743	1702
chr3-57094002-57094477	476
chr3-57100037-57100492	456
chr3-57159248-57159602	355
chr3-57164169-57165696	1528
chr3-57169724-57170637	914
chr3-57196919-57197308	390
chr3-57226189-57229699	3511
chr3-57234915-57235357	443
chr3-57354776-57355176	401
chr3-57394217-57394348	132
chr3-57397332-57397935	604
chr3-57544255-57544397	143
chr3-57555246-57557947	2702
chr3-57579241-57579541	301
chr3-57582819-57583213	395
chr3-57587085-57587170	86
chr3-57588273-57590034	1762
chr3-57591616-57594821	3206
chr3-57595340-57600160	4821
chr3-57671074-57672014	941
chr3-57672894-57673636	743
chr3-57675638-57675863	226
chr3-57681677-57682164	488
chr3-57683712-57684037	326
chr3-57687072-57687291	220
chr3-57689378-57690853	1476
chr3-57691370-57694387	3018
chr3-57706319-57706900	582
chr3-57729379-57730066	688
chr3-57732259-57732496	238
chr3-57755203-57757839	2637
chr3-57778443-57778847	405
chr3-57785275-57785562	288
chr3-57786216-57786538	323
chr3-57787903-57788232	330
chr3-57791098-57791692	595
chr3-57803374-57804209	836
chr3-57805766-57805829	64
chr3-57806983-57807181	199
chr3-57814760-57815511	752
chr3-57816767-57817240	474
chr3-57840456-57840862	407
chr3-57949851-57950152	302
chr3-57951216-57951934	719
chr3-57953583-57954015	433
chr3-57956035-57956619	585
chr3-57958793-57960558	1766
chr3-57961968-57962379	412
chr3-57967588-57968027	440
chr3-57972447-57972950	504
chr3-57974728-57975146	419
chr3-57980500-57984711	4212
chr3-57985437-57986152	716
chr3-57998601-57999447	847
chr3-58000559-58001104	546
chr3-58007690-58010672	2983
chr3-58013160-58013428	269
chr3-58019807-58020243	437
chr3-58034658-58035692	1035
chr3-58038792-58039921	1130
chr3-58041183-58042160	978
chr3-58051088-58051610	523
chr3-58052359-58052690	332
chr3-58073984-58075458	1475
chr3-58081733-58082738	1006
chr3-58085337-58086068	732
chr3-58111813-58111892	80
chr3-58115677-58117122	1446
chr3-58120225-58120716	492
chr3-58167306-58167765	460
chr3-58173786-58174199	414
chr3-58175424-58175665	242
chr3-58177299-58179584	2286
chr3-58181788-58182132	345
chr3-58187488-58188303	816
chr3-58196319-58197201	883
chr3-58200856-58201789	934
chr3-58202887-58203319	433
chr3-58214493-58215550	1058
chr3-58217088-58218226	1139
chr3-58232409-58233161	753
chr3-58236517-58238962	2446
chr3-58256062-58256458	397
chr3-58260249-58261037	789
chr3-58272136-58272552	417
chr3-58300186-58300485	300
chr3-58305562-58308594	3033
chr3-58317820-58318230	411
chr3-58320874-58321404	531
chr3-58324359-58324767	409
chr3-58332228-58336009	3782
chr3-58338518-58338862	345
chr3-58340635-58340988	354
chr3-58349665-58351275	1611
chr3-58351920-58352375	456
chr3-58353759-58356834	3076
chr3-58364121-58364433	313
chr3-58401633-58402308	676
chr3-58414491-58415072	582
chr3-58419787-58420010	224
chr3-58432768-58434560	1793
chr3-58463229-58464285	1057
chr3-58470782-58472144	1363
chr3-58474384-58475017	634
chr3-58478187-58479390	1204
chr3-58482890-58485028	2139
chr3-58485775-58486212	438
chr3-58486870-58487775	906
chr3-58490158-58490197	40
chr3-58490923-58493179	2257
chr3-58502883-58503246	364
chr3-58525717-58527132	1416
chr3-58532521-58533520	1000
chr3-58538011-58538076	66
chr3-58568722-58568956	235
chr3-58584908-58585761	854
chr3-58630107-58630508	402
chr3-58640629-58641018	390
chr3-58666601-58667161	561
chr3-58899477-58899868	392
chr3-59049339-59051279	1941
chr3-59052794-59053195	402
chr3-59212158-59212492	335
chr3-59234901-59235912	1012
chr3-59249034-59249423	390
chr3-59262188-59262593	406
chr3-59286512-59287701	1190
chr3-59300515-59301333	819
chr3-59313372-59313738	367
chr3-59334514-59335082	569
chr3-59368946-59369275	330
chr3-59374957-59375066	110
chr3-59381292-59381682	391
chr3-59385687-59386940	1254
chr3-59388369-59389103	735
chr3-59406964-59407332	369
chr3-59423716-59428119	4404
chr3-59435910-59436772	863
chr3-59443656-59444982	1327
chr3-59450862-59452847	1986
chr3-59469915-59470317	403
chr3-59480353-59480829	477
chr3-59515144-59515306	163
chr3-59575166-59575847	682
chr3-59709683-59710576	894
chr3-59731914-59732315	402
chr3-59772396-59773501	1106
chr3-59783435-59784102	668
chr3-59839729-59840448	720
chr3-59857484-59858211	728
chr3-59873894-59873898	5
chr3-59884369-59884840	472
chr3-59885913-59886369	457
chr3-59940667-59941080	414
chr3-59981333-59981789	457
chr3-59982481-59982883	403
chr3-59985698-59986278	581
chr3-59988728-59988785	58
chr3-59994722-59996012	1291
chr3-60001376-60001742	367
chr3-60010065-60011829	1765
chr3-60013150-60013398	249
chr3-60017188-60018272	1085
chr3-60025886-60026028	143
chr3-60047320-60049261	1942
chr3-60056020-60056975	956
chr3-60061133-60061499	367
chr3-60064371-60066066	1696
chr3-60076284-60076697	414
chr3-60078918-60079607	690
chr3-60080313-60082335	2023
chr3-60090532-60090933	402
chr3-60262627-60262832	206
chr3-60430240-60430543	304
chr3-60854870-60855618	749
chr3-60992394-60992752	359
chr3-61008144-61009603	1460
chr3-61249672-61252152	2481
chr3-61358369-61358870	502
chr3-61637416-61637833	418
chr3-61894983-61895495	513
chr3-62188845-62189136	292
chr3-62287390-62287822	433
chr3-62318549-62319675	1127
chr3-62445364-62445643	280
chr3-63343642-63344179	538
chr3-63679210-63679587	378
chr3-63757425-63757744	320
chr3-63774771-63775003	233
chr3-63792052-63792083	32
chr3-63807811-63808826	1016
chr3-63818515-63818966	452
chr3-63862711-63865257	2547
chr3-63874749-63875238	490
chr3-63896390-63896664	275
chr3-63910049-63913608	3560
chr3-63914167-63914659	493
chr3-63921702-63922879	1178
chr3-63924530-63925396	867
chr3-63927374-63928359	986
chr3-63933284-63935296	2013
chr3-63937384-63938306	923
chr3-63939216-63939482	267
chr3-63951460-63951959	500
chr3-63959987-63960714	728
chr3-63961737-63962278	542
chr3-63967352-63971248	3897
chr3-63974513-63974528	16
chr3-63975596-63980257	4662
chr3-63980927-63981455	529
chr3-63981972-63982942	971
chr3-63992657-63994206	1550
chr3-63995056-63995637	582
chr3-64008346-64008368	23
chr3-64014428-64016280	1853
chr3-64021880-64024177	2298
chr3-64030426-64031273	848
chr3-64484403-64484784	382
chr3-66220039-66221725	1687
chr3-66239680-66239798	119
chr3-66267031-66267434	404
chr3-66276637-66277127	491
chr3-66287195-66287458	264
chr3-66297431-66299047	1617
chr3-66301898-66305121	3224
chr3-66306109-66307509	1401
chr3-66311889-66312559	671
chr3-66354029-66354413	385
chr3-66355508-66355746	239
chr3-66372624-66373045	422
chr3-66377756-66378629	874
chr3-66386229-66387242	1014
chr3-66389941-66390331	391
chr3-66393150-66394736	1587
chr3-66397698-66398178	481
chr3-66407704-66408186	483
chr3-66439886-66440041	156
chr3-66456582-66457303	722
chr3-66472297-66473048	752
chr3-66480651-66482128	1478
chr3-66483443-66483878	436
chr3-66488539-66488771	233
chr3-66490137-66490728	592
chr3-66494869-66495341	473
chr3-66496752-66498056	1305
chr3-66499161-66501973	2813
chr3-66582547-66583327	781
chr3-66644507-66644988	482
chr3-66816133-66816525	393
chr3-66822272-66822637	366
chr3-66905146-66905500	355
chr3-66971762-66972810	1049
chr3-66980833-66981161	329
chr3-66985339-66985695	357
chr3-66990307-66990700	394
chr3-66997414-67000743	3330
chr3-67001296-67001402	107
chr3-67016678-67017073	396
chr3-67018432-67018685	254
chr3-67048018-67049045	1028
chr3-67083186-67083743	558
chr3-67113780-67114197	418
chr3-67290344-67290953	610
chr3-67601886-67602660	775
chr3-67652870-67657527	4658
chr3-67662614-67663167	554
chr3-67664378-67664734	357
chr3-67674220-67674378	159
chr3-67678655-67679227	573
chr3-67685349-67686438	1090
chr3-67737812-67738579	768
chr3-67790027-67790450	424
chr3-67941393-67941856	464
chr3-67947774-67948779	1006
chr3-68007548-68008400	853
chr3-68057164-68058427	1264
chr3-68088013-68088966	954
chr3-68090403-68090739	337
chr3-69012481-69014375	1895
chr3-69033317-69034252	936
chr3-69045878-69045916	39
chr3-69048905-69049314	410
chr3-69050542-69053222	2681
chr3-69057873-69059354	1482
chr3-69063573-69064058	486
chr3-69065253-69066540	1288
chr3-69072655-69072963	309
chr3-69077995-69089586	11592
chr3-69090966-69093002	2037
chr3-69093670-69096276	2607
chr3-69097356-69098035	680
chr3-69107370-69107705	336
chr3-69120825-69121318	494
chr3-69144966-69145246	281
chr3-69161574-69161988	415
chr3-69197801-69200756	2956
chr3-69206262-69206737	476
chr3-69212240-69212922	683
chr3-69235827-69236354	528
chr3-69237013-69237346	334
chr3-69249937-69250453	517
chr3-69282001-69282597	597
chr3-69288411-69288734	324
chr3-69306174-69307041	868
chr3-69320701-69322039	1339
chr3-69324307-69325073	767
chr3-69326585-69327448	864
chr3-69328526-69329141	616
chr3-69330780-69331443	664
chr3-69339774-69340251	478
chr3-69352255-69354179	1925
chr3-69357816-69358188	373
chr3-69368228-69368799	572
chr3-69370113-69370901	789
chr3-69385687-69386759	1073
chr3-69389522-69389905	384
chr3-69410308-69410743	436
chr3-69433322-69433947	626
chr3-69439583-69440069	487
chr3-69458875-69459212	338
chr3-69461527-69461700	174
chr3-69500553-69501027	475
chr3-69524784-69525208	425
chr3-69541766-69542929	1164
chr3-69558782-69559399	618
chr3-69560279-69561266	988
chr3-69738333-69740793	2461
chr3-69744551-69744582	32
chr3-69747812-69748831	1020
chr3-69751179-69751580	402
chr3-69752436-69752603	168
chr3-69764069-69765126	1058
chr3-69777079-69777734	656
chr3-69791014-69791460	447
chr3-69881088-69881446	359
chr3-69982830-69983292	463
chr3-69994969-69995334	366
chr3-70006093-70006561	469
chr3-70010344-70010766	423
chr3-70053359-70053418	60
chr3-70179113-70179427	315
chr3-70501717-70501880	164
chr3-70550714-70551182	469
chr3-70833238-70834006	769
chr3-70980550-70981122	573
chr3-70982936-70983130	195
chr3-70989954-70990803	850
chr3-71006789-71007578	790
chr3-71008458-71009329	872
chr3-71010211-71012030	1820
chr3-71026964-71027580	617
chr3-71031152-71032373	1222
chr3-71035491-71035629	139
chr3-71039218-71039817	600
chr3-71045548-71046289	742
chr3-71050317-71051440	1124
chr3-71057067-71057965	899
chr3-71060441-71061221	781
chr3-71062038-71068551	6514
chr3-71069557-71071480	1924
chr3-71075606-71075859	254
chr3-71078824-71079297	474
chr3-71083026-71084264	1239
chr3-71086794-71088422	1629
chr3-71089320-71091098	1779
chr3-71092324-71093097	774
chr3-71100019-71100761	743
chr3-71102291-71102774	484
chr3-71103499-71103694	196
chr3-71109283-71109539	257
chr3-71117720-71118056	337
chr3-71127027-71132413	5387
chr3-71134466-71134517	52
chr3-71135311-71135712	402
chr3-71142320-71142774	455
chr3-71150374-71150921	548
chr3-71186035-71186422	388
chr3-71208443-71208664	222
chr3-71210286-71211369	1084
chr3-71220290-71220660	371
chr3-71225836-71227862	2027
chr3-71229972-71230389	418
chr3-71247628-71249890	2263
chr3-71251367-71251659	293
chr3-71252461-71253005	545
chr3-71262806-71263076	271
chr3-71269843-71270565	723
chr3-71299105-71299653	549
chr3-71300309-71300395	87
chr3-71300935-71301702	768
chr3-71302369-71303187	819
chr3-71303744-71306362	2619
chr3-71308148-71311048	2901
chr3-71312724-71312856	133
chr3-71316201-71316825	625
chr3-71317780-71318183	404
chr3-71345300-71346422	1123
chr3-71347946-71348852	907
chr3-71355905-71356759	855
chr3-71360069-71361211	1143
chr3-71367124-71367391	268
chr3-71370996-71371359	364
chr3-71372251-71373882	1632
chr3-71376446-71377346	901
chr3-71383648-71386196	2549
chr3-71387628-71394099	6472
chr3-71394887-71398973	4087
chr3-71399507-71399756	250
chr3-71401556-71403659	2104
chr3-71409793-71410180	388
chr3-71415410-71418034	2625
chr3-71419003-71419685	683
chr3-71420869-71424404	3536
chr3-71425802-71426101	300
chr3-71428633-71429872	1240
chr3-71430990-71434968	3979
chr3-71437650-71437830	181
chr3-71438655-71445659	7005
chr3-71446237-71448400	2164
chr3-71449402-71449544	143
chr3-71450230-71452276	2047
chr3-71453159-71457159	4001
chr3-71457725-71458096	372
chr3-71459155-71459271	117
chr3-71463409-71466087	2679
chr3-71468641-71469404	764
chr3-71478477-71479175	699
chr3-71479733-71480210	478
chr3-71481185-71482230	1046
chr3-71484016-71484781	766
chr3-71485625-71494791	9167
chr3-71495786-71497932	2147
chr3-71503502-71504787	1286
chr3-71510421-71513764	3344
chr3-71515548-71516247	700
chr3-71525379-71525876	498
chr3-71531068-71531488	421
chr3-71532788-71533399	612
chr3-71542309-71543814	1506
chr3-71546575-71548722	2148
chr3-71551532-71551693	162
chr3-71563784-71564272	489
chr3-71568251-71568667	417
chr3-71576845-71577673	829
chr3-71578555-71578844	290
chr3-71579612-71586985	7374
chr3-71629321-71630452	1132
chr3-71640837-71640839	3
chr3-71681175-71681733	559
chr3-71702203-71703644	1442
chr3-71708761-71708999	239
chr3-71709994-71710268	275
chr3-71710850-71711388	539
chr3-71718000-71718827	828
chr3-71721203-71726880	5678
chr3-71728461-71730484	2024
chr3-71753221-71755316	2096
chr3-71759376-71759854	479
chr3-71779646-71780749	1104
chr3-71784225-71786216	1992
chr3-71805079-71805724	646
chr3-71806726-71807127	402
chr3-71841914-71843663	1750
chr3-71854618-71854866	249
chr3-71857234-71857545	312
chr3-71858655-71859585	931
chr3-71875117-71876008	892
chr3-71896650-71897191	542
chr3-71905144-71906069	926
chr3-71906862-71907580	719
chr3-71917182-71918063	882
chr3-71955397-71956083	687
chr3-71973337-71973741	405
chr3-71975979-71976734	756
chr3-71982362-71983092	731
chr3-71984893-71985647	755
chr3-71987808-71988337	530
chr3-71994059-71994624	566
chr3-71995243-71995273	31
chr3-72008296-72009140	845
chr3-72009877-72010603	727
chr3-72013210-72013237	28
chr3-72018476-72018701	226
chr3-72031202-72032912	1711
chr3-72033724-72034023	300
chr3-72042688-72043951	1264
chr3-72048494-72048984	491
chr3-72077457-72078858	1402
chr3-72079628-72083662	4035
chr3-72085139-72085544	406
chr3-72086052-72088777	2726
chr3-72092464-72103763	11300
chr3-72109850-72110386	537
chr3-72121369-72121788	420
chr3-72126466-72126886	421
chr3-72127717-72128430	714
chr3-72134911-72135668	758
chr3-72137896-72138202	307
chr3-72141514-72142455	942
chr3-72144724-72145166	443
chr3-72158081-72158550	470
chr3-72163564-72165069	1506
chr3-72175300-72178276	2977
chr3-72182203-72182582	380
chr3-72185476-72186501	1026
chr3-72214305-72215045	741
chr3-72255410-72256680	1271
chr3-72258363-72259396	1034
chr3-72266474-72267366	893
chr3-72269363-72271864	2502
chr3-72274209-72275669	1461
chr3-72288807-72290040	1234
chr3-72291368-72291723	356
chr3-72309598-72311611	2014
chr3-72336562-72337791	1230
chr3-72338967-72339694	728
chr3-72341888-72341995	108
chr3-72343042-72348738	5697
chr3-72361936-72362164	229
chr3-72375221-72376094	874
chr3-72381047-72381515	469
chr3-72391720-72392062	343
chr3-72408968-72409564	597
chr3-72412570-72412916	347
chr3-72421156-72421557	402
chr3-72426641-72427970	1330
chr3-72429578-72430105	528
chr3-72432271-72432634	364
chr3-72437965-72438567	603
chr3-72439524-72440930	1407
chr3-72442498-72443554	1057
chr3-72444369-72448919	4551
chr3-72455180-72455951	772
chr3-72473194-72474298	1105
chr3-72475217-72475640	424
chr3-72482549-72483441	893
chr3-72487321-72488074	754
chr3-72490624-72491337	714
chr3-72495949-72496736	788
chr3-72497386-72498127	742
chr3-72519907-72520365	459
chr3-72522644-72524213	1570
chr3-72533431-72534018	588
chr3-72538264-72538672	409
chr3-72548781-72550486	1706
chr3-72557767-72558591	825
chr3-72559314-72559847	534
chr3-72582167-72582673	507
chr3-72593625-72594577	953
chr3-72614831-72614910	80
chr3-72618645-72619262	618
chr3-72625362-72626190	829
chr3-72628984-72629873	890
chr3-72636898-72637627	730
chr3-72639736-72639986	251
chr3-72655100-72655470	371
chr3-72657539-72658248	710
chr3-72666101-72666607	507
chr3-72738135-72740071	1937
chr3-72748570-72749130	561
chr3-72756108-72757739	1632
chr3-72791188-72791414	227
chr3-72821041-72822812	1772
chr3-72836560-72836623	64
chr3-72847307-72849348	2042
chr3-72851406-72851628	223
chr3-72887758-72888675	918
chr3-72894876-72895474	599
chr3-72938492-72939288	797
chr3-72951260-72951525	266
chr3-72960774-72961095	322
chr3-72961868-72962103	236
chr3-72965514-72966575	1062
chr3-72976433-72977849	1417
chr3-72982562-72983404	843
chr3-72995048-72995053	6
chr3-72995981-72998127	2147
chr3-72999875-73000363	489
chr3-73001475-73001538	64
chr3-73002303-73002482	180
chr3-73029278-73029609	332
chr3-73056387-73056687	301
chr3-73085966-73086395	430
chr3-73093638-73094549	912
chr3-73101082-73101415	334
chr3-73332620-73332847	228
chr3-73448708-73449340	633
chr3-73766083-73766397	315
chr3-75241631-75241923	293
chr3-75342370-75342774	405
chr3-75422153-75422494	342
chr3-75429532-75430059	528
chr3-75432854-75433342	489
chr3-75434216-75436593	2378
chr3-75580208-75580535	328
chr3-75640969-75641615	647
chr3-75643041-75643049	9
chr3-75669083-75669600	518
chr3-75784819-75786075	1257
chr3-78645618-78646064	447
chr3-78712946-78713437	492
chr3-79017910-79019664	1755
chr3-80770191-80771479	1289
chr3-81485345-81485895	551
chr3-81490450-81490928	479
chr3-81491950-81492522	573
chr3-81760210-81762316	2107
chr3-81764788-81764941	154
chr3-81782484-81782986	503
chr3-81823997-81824496	500
chr3-81838472-81838855	384
chr3-82129231-82130567	1337
chr3-82132977-82133378	402
chr3-84710241-84710671	431
chr3-84958474-84959417	944
chr3-85504366-85505185	820
chr3-86736449-86736711	263
chr3-87088846-87090024	1179
chr3-87226402-87228189	1788
chr3-87271243-87271745	503
chr3-87272987-87273214	228
chr3-87298118-87298475	358
chr3-87350596-87351028	433
chr3-87706105-87706666	562
chr3-87771220-87771691	472
chr3-87780714-87781293	580
chr3-87792474-87793454	981
chr3-87795751-87796154	404
chr3-87796797-87796896	100
chr3-87859023-87859670	648
chr3-87997226-87998427	1202
chr3-88000886-88001309	424
chr3-88003127-88003551	425
chr3-88005026-88005550	525
chr3-88019011-88019440	430
chr3-88030191-88030657	467
chr3-88031431-88033251	1821
chr3-88046414-88046657	244
chr3-88057578-88060356	2779
chr3-88061730-88062193	464
chr3-88113522-88113984	463
chr3-88117698-88118032	335
chr3-88148915-88151770	2856
chr3-88152804-88153258	455
chr3-88203503-88203872	370
chr3-89107411-89107844	434
chr3-93470156-93470998	843
chr3-93973099-93974327	1229
chr3-93979357-93980961	1605
chr3-94004249-94004791	543
chr3-94011440-94011755	316
chr3-94062038-94064925	2888
chr3-94069220-94069608	389
chr3-94080339-94081062	724
chr3-94092078-94092482	405
chr3-94098388-94098935	548
chr3-95705953-95706429	477
chr3-96813378-96813456	79
chr3-97719152-97719553	402
chr3-97763914-97765380	1467
chr3-97793365-97793853	489
chr3-97821050-97822959	1910
chr3-97823729-97824076	348
chr3-97872196-97872542	347
chr3-97910137-97911504	1368
chr3-97940106-97940374	269
chr3-97952115-97952932	818
chr3-97954207-97954888	682
chr3-97957482-97958387	906
chr3-97971139-97973035	1897
chr3-97974189-97975084	896
chr3-97990559-97991917	1359
chr3-98003303-98003771	469
chr3-98023128-98023675	548
chr3-98029039-98029508	470
chr3-98038957-98040025	1069
chr3-98180324-98180980	657
chr3-98188456-98188954	499
chr3-98329493-98329906	414
chr3-98513147-98513659	513
chr3-98519499-98519508	10
chr3-98521714-98523634	1921
chr3-98525508-98525888	381
chr3-98531760-98532008	249
chr3-98536662-98536762	101
chr3-98540322-98540879	558
chr3-98545983-98546346	364
chr3-98552540-98552558	19
chr3-98553162-98554264	1103
chr3-98555626-98557767	2142
chr3-98561855-98566093	4239
chr3-98567604-98568516	913
chr3-98573426-98573809	384
chr3-98585273-98585693	421
chr3-98587309-98588038	730
chr3-98592661-98594648	1988
chr3-98596686-98597402	717
chr3-98600319-98600779	461
chr3-98602056-98602460	405
chr3-98612950-98613476	527
chr3-98657420-98657829	410
chr3-98692545-98693476	932
chr3-98730269-98730748	480
chr3-98732058-98734084	2027
chr3-98760836-98762268	1433
chr3-98762872-98764988	2117
chr3-98769552-98770809	1258
chr3-98778287-98779543	1257
chr3-98786420-98787054	635
chr3-98809653-98809938	286
chr3-98813012-98813155	144
chr3-98817496-98817821	326
chr3-98900756-98902557	1802
chr3-99505788-99506494	707
chr3-99808173-99808558	386
chr3-99816809-99819184	2376
chr3-99831895-99832469	575
chr3-99843338-99843675	338
chr3-99845364-99845691	328
chr3-99846452-99846877	426
chr3-99850825-99850874	50
chr3-99875394-99876957	1564
chr3-99895215-99896820	1606
chr3-99901097-99901889	793
chr3-99913055-99913434	380
chr3-99920971-99921316	346
chr3-99969092-99969569	478
chr3-100043293-100043448	156
chr3-100044265-100044982	718
chr3-100045784-100045990	207
chr3-100047030-100048542	1513
chr3-100060724-100061201	478
chr3-100068709-100069352	644
chr3-100072566-100074391	1826
chr3-100084377-100084835	459
chr3-100090459-100090715	257
chr3-100113737-100114109	373
chr3-100209910-100211248	1339
chr3-100254156-100254581	426
chr3-100260001-100261885	1885
chr3-100289461-100289462	2
chr3-100316505-100317146	642
chr3-100333948-100335893	1946
chr3-100399756-100402521	2766
chr3-100419160-100419859	700
chr3-100441036-100441174	139
chr3-100462980-100463237	258
chr3-100465903-100466462	560
chr3-100491971-100493008	1038
chr3-100521102-100521969	868
chr3-100590363-100590974	612
chr3-100602491-100603941	1451
chr3-100634749-100635150	402
chr3-100641412-100641827	416
chr3-100650731-100651380	650
chr3-100665274-100665636	363
chr3-100708374-100711277	2904
chr3-100893076-100893563	488
chr3-100899448-100899850	403
chr3-101070228-101070641	414
chr3-101379683-101380706	1024
chr3-101381801-101382285	485
chr3-101383601-101383956	356
chr3-101389952-101390863	912
chr3-101414803-101415154	352
